product_name,product_description,product_domain
Crejo.Fun,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.,EdTech
Bambinos,Cohort based extracurricular course for kids,EdTech
KreditBee,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,FinTech
Spardha,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.",EdTech
Onelife Nutriscience,Onelife Nutriscience is a consumer healthcare brands company.,HealthCare
Flatheads,Flatheads is a lifestyle brand that designs and creates shoes from India for the world. Flatheads launched India's first bamboo footwear.,Fashion
Fable Fintech,"Fable Fintech is being seed-funded by the CCAvenue Group, South East Asia’s number 1 eCommerce service provider",FinTech
Holisol,HoliSol Logistics Is a Supply Chain Operations Company!,Logistics
Now&Me,"Now&Me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts.",HealthCare
Fyllo,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,AgriTech
Cora Health,Social Commerce Marketplace for health and wellness. Help people discover products suited to their health needs.,HealthCare
Blaer Motors,Meant to augment human power and not completely replace it,Mobility
Swiflearn,Swiflearn provides online tuition classes to small batches to ensure personalised learning.,EdTech
Cashfree,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,FinTech
QuickSell,B2B Mobile Commerce Platform,E-commerce
Truemeds,Truemeds is a health-tech startup.,Heathcare
Candes,Candes is a home appliances company providing a complete range of home & kitchen electrical appliances at affordable prices.,E-commerce
MediBuddy,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",Heathcare
F5,F5 is a foods and beverages company.,Food & Beverages
Capital Float,Capital Float is an online platform that provides working capital finance to SMEs in India.,FinTech
IntelleWings,"IntelleWings develops Sanctions & Anti-money laundering solutions with a clear, concise, and fresh perspective.",IT startup
Shyplite,Enable E-retailers to automate their logistics and increase efficiency in shipments by providing a single window shipping platform,Logistics
Refyne,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.,FinTech
Greenjoules,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.,Renewable Energy
MentorKart,MentorKart™ helps to fulfil dreams and take that big step towards success.,Consulting
Leverage Edu,AI-enabled marketplace designed to help students with their higher education and career growth plans,EdTech
Kale Logistics,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.,Logistics
CustomerGlu,CustomerGlu is a Low code Interactive Engagement platform to improve user stickiness.,CRM
Cell Propulsion,Cell Propulsion is a fleet electrification company developing solutions for large scale electrification of commercial vehicle fleets.,EV startup
Wellbeing Nutrition,Organic whole food nutrition to keep up with the pace at which we live,HealthCare
Pee Safe,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.,HealthCare
Chqbook,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products.",FinTech
SimpliContract,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management.",Software
Dropshop,Building technology to make distribution efficient and cheaper for large and small FMCG companies,Logistics
Jumbotail,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,E-commerce
BYJU'S,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,EdTech
Power Gummies,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,Nutrition
Convosight,A mission - to help community builders become community entrepreneurs.,SaaS startup
Junio,Junio is a kids-focused digital pocket money-smart card.,FinTech
Wherehouse.io,"Wherehouse.io is a supply chain intelligence company, helping brands to move closer to their customers enabling faster and better deliveries and accelerating business growth.",Logistics
Flexmoney,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",FinTech
Fampay,India's first numberless card and UPI without a bank account,FinTech
Apna,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level,Human Resources
XYXX Apparels,"XYXX Apparels,which runs an eponymous innerwear brand",Fashion
WaterScience,The aim of making good water affordable and accessible.,D2C startup
BrowserStack,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.,SaaS startup
Vital,"An affordable, digital health plan built around to cover both big and small expenses",Insuretech
Juicy chemistry,Juicy Chemistry operates as an eponymous consumer brand.,HealthCare
Samaaro,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience",SaaS startup
Imagimake,An innovative play system to help children create their imagination,Innovation management
MSMEx,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,EdTech
RenewBuy,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,Insuretech
saarthi.ai,Multilingual Conversational Enterprise AI Platform for omnichannel automation of customer journeys in the user's native language.,AI startup
Kutumb,Kutumb is a social community enabler.,Community platform
Superplum,Building India's most sophisticated platform for high quality fresh food,AgriTech
Upside AI,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,FinTech
PazCare,Paz Care is India's leading Employee Benefits & Health insurance platform,Insuretech
Answer Genomics,A healthcare company that uses genome-based data to help individuals make decisions.,HealthCare
Skillmatics,Skillmatics develops learning games for pre-school and primary school kids aged under 10,EdTech
Bimaplan,Affordable insurance for the next billion Indians,Insuretech
Bueno Finance,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.",FinTech
CityMall,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,E-commerce
BYJU’S,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,EdTech
India Quotient,India Quotient is a new type of early stage investor. We fund companies building disruptive businesses aimed at Indian consumers. We're,Venture capitalist
The Switch Fix,The Switch Fix is a plant-based clean and conscious personal care brand for young urbans.,HealthCare
Anvidha Technologies,Anvidha Technologies Private Limited is a HARYANA based private ltd.,Tech Startup
DigiSparsh,DigiSparsh is India's first and only healthcare fintech platform which aims to make healthcare facilities accessible to everyone in the country.,FinTech
CoffeeMug.ai,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.",Networking
Pathfndr.io,Intelligent Travel Tech Stack making sense of the world's information by scanning billions of data points and ranking destinations,SaaS startup
BigLeap,BigLeap Technologies & Solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.,Recruitment
Kazam,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops",EV startup
MYRE Capital,Democratising Real Estate Ownership,Commercial Real Estate
BimaPe,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',FinTech
MicroDegree,MicroDegree is an ed-tech platform working towards democratising technology and job ready skills for Bharat.,EdTech
Saarthi Pedagogy,"India's fastest growing Pedagogy company, serving to school as an academic growth partner and provide 360° solutions to schools on Academic Strategies",EdTech
Synapsica,Artificial Intelligence tools to make quality diagnostic assessment available for all.,HealthCare
Kwik Foods,Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry,Food & Beverages
Plutomen,Plutomen Technologies Pvt Ltd founded in Nov 2016 is recognized start-up by DIPP in the field of Emerging Technology.,AR startup
GoMechanic,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",Automotive
Grinntech,"Grinntech is an investor backed, growth phase start-up, leading on all front of battery design for EV applications.",Automotive
Nobel Hygiene,"Nobel Hygiene is one of the leading disposable hygiene care products manufacturer in the country with an ISO 9001:2015 and CE certification, headquartered in Mumbai.",HealthCare
Green Cure,World's first company to combine German Engineering with Indian Ayurveda in health products,HealthCare
Classplus,Classplus was born out of an urge to redefine classroom engagement in this country.,EdTech
WINDO,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,E-commerce
ApnaKlub,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,E-commerce
LegalPay,A tech focused B2B litigation finance company in India.,FinTech
Lavado,A startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.,Consumer service
Navars,"Navars Edutech comprises dynamic mix of intellectual professionals, managerial team, Subject matter experts and Astronomy and Space researchers.",EdTech
GoBolt,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.",Logistics
Loco,Loco is India's leading live game streaming app.,Gaming
Auric,Contemporary Beauty & Wellness Brand Based on Ayurveda,HealthCare
Edmingle,Edmingle is a platform for all educators who want to launch their courses and sell them online.,EdTech
Slice,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.",FinTech
Humit,Humit is a social networking app for music sharing and discovery.,Music
Airblack,Airblack is on a mission to help people convert their passion to a livelihood.,IT startup
NIRAMAI,"NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix, i.e. machine intelligence over thermography images.",HealthCare
Intervue,World's fastest collaborative environment to take tech interviews.,SaaS startup
Nestroots,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",Fashion
Detect Technologies,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,Automation
CredR,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,Automotive
Fourth Partner Energy,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.",Solar
TABLT,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,HealthCare
Hesa,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,IT startup
Powerhouse91,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.",Consumer goods
Nalanda Learning,India's 1st Online Preschool with Blended Learning Model,EdTech
Chargeup,"""Battery as a Service"" for 3 wheeler & 2 wheelers",Renewable Energy
Knackit,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,IT startup
Treebo Hotels,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,Hospitality
Raptee Energy,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,Automotive
Meddo,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,HealthCare
Supertails,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,Pet care
SkilloVilla,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,EdTech
Cancer Clinics,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",HealthCare
Velocity,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,FinTech
Happy Jars,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",Food & Beverages
Inshorts,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,Media
ExtraaEdge,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,MarTech
Zotalabs,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,Tech Startup
Voiro,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,Advertisement
Dream Sports,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.",Gaming
Safex Chemicals,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,AgriTech
Instoried,Instoried is an augmented writing platform which improves customer interest and engagement.,Content creation
Rupifi,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,FinTech
Moneyboxx,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,FinTech
CityMall,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,E-commerce
Janani,Janani.ai is a fertility care provider.,Heathcare
ReshaMandi,India's 1st award winning technology led digital ecosystem for Silk,AgriTech
Bombay Shaving Company,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.",Lifestyle
DotPe,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,FinTech
Homingos,Homingos is an Augmented reality (AR)-based social networking platform.,Augmented reality
Anar Business Community,Anar is a communications and networking platform for businesses around the world.,Tech Startup
Five Star Finance,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,FinTech
Settlrs,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.",Rental space
BYJU'S,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,EdTech
Annapurna Finance,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,FinTech
HealthPlix,HealthPlix is a healthtech startup,HealthCare
Masai School,Masai School is a job-oriented software training services.,EdTech
Bewakoof,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.",D2C Fashion
IndiaLends,IndiaLends is a digital lending and borrowing marketplace.,FinTech
Stelis Biopharma,Stelis Biopharma is a vertically integrated biopharmaceutical company.,BioTechnology
Tilt,A bike-share for Indian campuses,Bike Rental
NeoDove,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",AI startup
Zaara Biotech,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,BioTechnology
KreditBee,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,FinTech
True Balance,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,FinTech
Muvin,Youth Neobank enabling financial solutions for the teenagers and young people,FinTech
Purplle,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.",Beauty products
FloBiz,India’s first neobusiness platform,Tech Startup
Jeevam Health,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,Health care
NewLink Group,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,Tech Startup
OZiva,OZiva is a plant-based Clean Nutrition Brand.,Heathcare
Blive,B: Live is an electric vehicle tourism startup.,Tourism
Nazara Technologies,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",Gaming
Euler Motors,Electric Light Commercial Vehicle,Automotive
Pixxel,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,SpaceTech
Prescinto,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,Solar
MyGlamm,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,Beauty products
Chirrup,Video integrated social-gaming platform,Gaming
Policybazaar,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,Insurance
Livve Homes,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",Rental space
Juicy Chemistry,Juicy Chemistry operates as an eponymous consumer brand.,HealthCare
Svasti Microfinance,Svasti works with urban slum dwellers women microentrepreneurs.,FinTech
Nexprt,Nexprt Solutions offers end-to-end and 100% customized import solutions.,Consulting
Wysa,Wysa is an AI conversational agent that has been shown to help improve mental health,AI startup
Ankur capital,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,FinTech
Indifi,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,FinTech
Firmway,Firmway is a platform that digitizes balance confirmation and reconciliation process.,FinTech
Say Cheese,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",FemTech
Indic Inspirations,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",Cultural
Bimaplan,Affordable insurance for the next billion Indians,FinTech
YAP,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,FinTech
Leap Finance,Leap Finance is a fintech startup for Indian students pursuing international higher education,FinTech
BlackSoil NBFC,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,FinTech
OYO,OYO operates a branded network of hotels designed to offer standardized stay experiences.,Hospitality
Max Healthcare,Max Healthcare is one of the leading chain of hospitals in India.,HealthCare
4baseCare,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,HealthTech
Ezstays,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",EdTech
Stylework,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,Co-working
Kinara Capital,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,FinTech
Riskcovry,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",InsureTech
NODWIN,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,Gaming
Quizizz,Quizizz is a Education based startup,EdTech
Ecom Express,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,E-commerce
Turtlemint,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,InsureTech
Captain Fresh,Captain Fresh is a freshwater fish and seafood supply chain platform.,Supply chain platform
Northern Arc,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,FinTech
Qoohoo,A platform for creators to build immersive connections with their fans and followers and monetize them.,Social platform
IGL,Indian Gaming League is the premier eSports platform in India.,Gaming
AMPM,24*7 convenience store,E-commerce
The ePlane,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications",Drone
Cashify,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,E-commerce
Bijnis,Digitizing the Factories of the Unorganised Industries.,B2B service
Questt,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,EdTech
DealShare,DealShare is a Social Commerce Startup,E-commerce
Euler Motors,Electric Light Commercial Vehicle,Automotive
Blume Ventures,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,FinTech
KoineArth,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",Blockchain startup
ImaginXP,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,EdTech
Virohan,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,EdTech
Apna.co,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,Recruitment
ideaForge,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,Drone
Clairco,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,CleanTech
Northern Arc,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,FinTech
Lenskart,Lenskart is an India-based online shopping portal for eyewear.,Fashion
ParkSmart,ParkSmart is a parking management application.,Automotive
Virohan,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,EdTech
BankSathi,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",FinTech
Spark Studio,Online courses to build creativity and confidence in children through extra-curricular learning,EdTech
BlissClub,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",Fashion
BricSpaces,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",Real estate
ANSR,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",Consulting
Keito,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises",AI company
Reccy Adventures,Reccy Adventures is an adventure sports startup.,Sports startup
Magenta EV,Magenta is in the business of Enabling electric mobility & Making electricity clean,Renewable Energy
Karbon Card,Karbon Card is a financial platform for Indian entrepreneurs.,FinTech
Wysa,Wysa is an AI conversational agent that has been shown to help improve mental health,AI company
Agnikul,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",SpaceTech
LegalPay,A trusted financial partner for advocates and corporate.,FinTech
Glamplus,India's #1 SaaS based Salon experience Software,SaaS startup
Tekie,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.",EdTech
Asirvad Microfinance,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,FinTech
Avalon Labs,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",FinTech
Betterhalf.ai,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,Matrimony
Koo,Koo App operates as a microblogging app.,Social Media
Rezo.ai,Conversational AI platform - Innovate the way you communicate,AI startup
Mentoria,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,EdTech
Cuvette Tech,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,Human Resources
Clensta,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,BioTechnology
FarMart,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,AgriTech
Kodo Card,Kodo card is a corporate card for new economy businesses in India.,FinTech
Polygon,Polygon is a blockchain scalability platform.,Crypto
Get My Parking,"Get My Parking, is a B2B Platform-as-a-Service company.",Mobility
Cellestial,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,Electronics
FanCode,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",Sports startup
Jai Kisan,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,FinTech
Plum,High quality health insurance and health benefits,HealthCare
ThatMate,ThatMate is a sexual and mental wellness app for teens.,HealthCare
Klassroom,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,EdTech
Convin,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,SaaS startup
Mensa Brands,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",Clothing
Disruptium,A consultancy platform for startups,Consulting
MedTel Healthcare,An aggregator for Digital Health Clinics in low resource settings.,HealthCare
Pickright Technologies,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,FinTech
Ingenium,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,EdTech
BharatPe,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",FinTech
RuleZero,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,Tech Startup
Rubix Data Sciences,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",IT startup
Locobuzz,LocoBuzz is an analytics-based integrated marketing platform.,Analytics
We Founder Circle,"A global platform of founders for founders offering investment, network and business opportunities.",FinTech
Haqdarshak,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,Finance
Celcius,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,Logistics
Enthu.ai,Enthu.AI operates as a conversation intelligence startup.,AI startup
Myelin Foundry,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",AI startup
SuperOps.ai,SuperOps.ai is an early stage startup in the MSP space.,AI startup
6Degree,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,Retail
Teachmint,Teachmint is an online learning platform that focuses on tutor-student connectivity.,EdTech
Sarathi,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",HealthCare
Jidoka Technologies,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",Software
Rapido,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,Transportation
BYJU'S,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,EdTech
ElasticRun,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,E-commerce
Avail Finance,Avail is a mobile-first platform aiming to financially include the urban mass of India.,FinTech
Nivesh,Nivesh.com is a mass market mutual funds investment platform.,FinTech
Thingsup,Thingsup is an Enterprise Grade IoT Platform.,IoT platform
Arthya Wealth and Investments,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",FinTech
Zepto,Grocery delivery startup,E-commerce
Fi,Fi is a neo bank.,Financial Services
Kiko Live,Video-based social commerce startup,Commerce
TurboHire,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",Computer Software
The Hosteller,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",Hospitality
SatSure,SatSure is an innovative decision analytics company,Defense & Space
Ruptok Fintech,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Financial Services
VilCart,Vilcart's motto is sustainable rural development through stability for rural retailers.,Retail
Dogsee Chew,100% Natural Dog Treats.,Food & Beverages
Advantage Club,Advantage Club is India's largest employee engagement platform.,HR Tech
TRDR,TRDR is an all-new approach to investing.,Financial Services
Zoomcar,Zoomcar holds the distinction of being India’s first personal mobility platform,Mobility
Leap India,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",Logistics & Supply Chain
SuperBottoms,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,Consumer Goods
Cora Health,Social commerce marketplace for everyday health and wellness.,Health
Cora Health,Social commerce marketplace for everyday health and wellness.,Wellness & Fitness
Battery Smart,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,Renewables & Environment
The Good Glamm Group,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,Information Technology & Services
Mosaic Wellness,A platform of digital first health clinics for men and women,Health
Mosaic Wellness,A platform of digital first health clinics for men and women,Wellness & Fitness
CloudFiles,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",SaaS startup
The Viral Fever,India's leading digital entertainment network.,Entertainment
Xpand,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,Retail
Troo Good,An FMCG company selling nutritious products at an affordable price points.,E-commerce
Prodo,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.",Business Supplies & Equipment
Unnati,Fintech powered digital agri ecosystem,FinTech
Lysto,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",NFT
Wakefit,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",Furniture
Buyofuel,Green Fuels Marketplace,Oil & Energy
ElectricPe,India's largest Electric Vehicle Charging Platform,EV
Vayana Network,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",Financial Services
Valuationary,EdTech platform upskilling candidates to bag deserving finance job roles.,E-learning
Knocksense,Knocksense is a local news and recommendations platform.,Online Media
Petpooja,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",Information Technology & Services
Wingreens Farms,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",Food & Beverages
Doola,The ultimate One-Stop-Shop™️ to help US and Non-US Founders to turn an idea into their dream US Business,Company-as-a-Service
EyeMyEye,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",Eyewear
Bombay Hemp Company,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",Textiles
DGV,NeoBanking for Bharat,Information Technology & Services
GuardianLink,Building tech infrastructure to help NFT commerce go mainstream,Information Technology & Services
Clinikk,Transforming health insurance by building India's first managed care model,Hospital & Health Care
Toplyne,Toplyne helps sales teams at product-led companies convert their freemium users!,Computer Software
Mensa,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",D2C
GENLEAP,GenLeap is India’s first self-discovery and career lifecycle management platform.,Professional Training & Coaching
Planys,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,Maritime
Wonderchef,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",Consumer Goods
GoKwik,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,Information Technology & Services
