product_name,product_description,product_domain
Credr,A marketplace to buy and sell used bikes and scooters,Automobile
Bijak,"It is a platform that gives agricultural commodity at better prices, increased working capital, and optimised logistics",Agritech
Bugworks,A drug discovery company that aims to discover novel treatment options for resistant bacterial infections,Biopharma
Yap,Banking and payment products-focused API platform,Fintech
UzhavarBumi,Provides fresh dairy products,Dairy
Tattva,Sells its organic and beauty products via marketplace,Beauty & wellness
Pariksha,Platform for vernacular test-preparation,Edtech
DailyHunt,News aggregator,Media
NoBroker,Online real estate rental startup,Real Estate
Box8,Enables to order food online,Foodtech
Capital Float,Online platform that provides working capital finance to SMEs,Fintech
ITILITE,Platform for business travel,Travel & SaaS
Morning Context,A subscription-only digital media publisher,Digital Media
Aavenir,Source-to-Pay Software,SaaS
Savvy Co op,It connects patients with healthcare companies,Healthcare
BLive,"It offers experiential, guided tours on smart electric bikes",Tourism & EV
Yellow Messenger,It offers conversational chatbots,AI
Toch,AI based Video object detection and Tagging platform,Media Tech
Ewar,E-sports and real-time gaming startup,Gaming
Setu,"Offers open APIs across four categories: bills, savings, credit, and payments.",Fintech
Wellthy Therapeutics,It offers a digital therapeutics service,Healthtech
Power Gummies,Offers health supplements related gummies,Health
Locale ai,It helps companies with moving assets  increase revenues and demand using real time location data and analytics,Location Analytics
FarEye,"It enables businesses to execute, track, predict and oprimize the movements of goods",Logistics
Rebel Foods,It runs internet kitchen,Food tech
BankBazaar,Online marketplace that gives customers instant customised offers on loans and credit cards,Fintech
Porter,Logistics and fleet management,Logistics
SugarBox,Hyperlocal data distribution platform,Tech
Capital Float,Online platform that provides working capital finance to SMEs,Fintech
Big Basket,Online grocery store,E store
Amica,Neobanking startup,Fintech
Vedantu,Onine learning platform,Edtech
Fingerlix,"It provides ready-to-cook products such as batters, mixes, curries, dals, parathas etc.,",Food
Plop,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand,Tech
Zupee,It runs live quiz tournaments on its app.,Gaming
DeHaat,Online marketplace for farming services and products,Agritech
Lido Learning,Online teaching service,Edtech
Aye Finance,A finance lender to SMEs,Fintech
Swiggy,Platform to order food online from restaurants and getting it delievered,Foodtech
Akna Medical,Provides supply solutions for surgical and pharmaceutical products.,Healthtech
Zomato,Online food delivery and restaurant discovery platform,Foodtech
RaRa Delivery,Provides same day delivery service for ecommerce businesses,Logistics
JusPay,Online payment solutions,Fintech
Obviously AI,It provides predictive insights to clients by leveraging their data,Data Science
Fingpay,Provides payment solutions,Fintech
Recko,The platform enables AI-powered reconciliation of digital transactions,SaaS
Furlenco,Furniture rental startup,Ecommerce
Mera Cashier,App meant for small and micro businessmen to manage their transactions digitally,Fintech
Camp K12,It connects students with tutors online,Edtech
MedGenome,Genetic diagnostic testing company,Healthtech
Ergos,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions,Agritech
Nykaa,Deals in cosmetic and wellness products,Ecommerce
Samadhan,They help find solutions to insurance related issues,Insurance
SaScan,Cancer diagnostics startup,Healthcare
Lido Learning,Online teaching service,Edtech
CureFit,"Integrated platform for food, fitness and meditation.",Health and Fitness
Nimesa,Cloud data managemnt solutions enterprise,SaaS
Design X,Builds IoT based products,IoT
Driftly Electric,Electric vehicle startup,Automobile
Imstrong,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,Fitness
Craftsvilla,Online marketplace for ethnic wear,Marketplace
Rupifi,Offers financial products for SMEs,Fintech
SnackAmor,It offers various healthy snacks,Food
Zealthy,"It connects women to healthproviders for specialities like infertility, maternity etc.,",Healthtech
CoinDCX,A cryptocurrency trading platform,Fintech
NuNu TV,Kids-focussed Youtube channel,Media
QTalk,Smart Phone Dialer,Technology
Shadez,Paint Company,Interior & decor
Excess2Sell,B2B Marketplace for Overstock & Surplus Inventory,Ecommerce
Stanplus,Ambulance service,Healthtech
Pitstop,Doorstep car service,Automobile
Univariety,Online marketplace that provides career counselling and college guidance,Edtech
Peel Works,E-commerce for corner/retail stores.,SaaS
CoreStack,Enterprise cloud governance technology startup,Technology
Vivriti Capital,Digital lending startup,Fintech
Agnikul,"It designs, fabricates, tests and launch orbital class launch vehicles",Spacetech
Fintso,Wealth management platform,Fintech
Khatabook,It helps SMEs to maintain their accounts and ledger online.,Fintech
Smart Coin,Consumer lending startup,Fintech
ZunRoof,"It specialises in solar rooftop design, installation, and management using technology",Cleantech
Shop101,Enables entrepreneurs to sell online,Social e-commerce
OM Bhakti,A puja cotton-wicks manufacturing startup,FMCG
Lal10,It helps Indian artisans and SMEs reach out to global retailers,B2B
Anaxee Digital Runner,A tech-enabled ID verification and data collection startup,Tech
CollegeKhabri,Platform is an end-to-end college and career counselling platform for students,Edtech
Ola Electric,Electric vehicle,eMobility
Multi Living,"It curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",Real Estate
FamPay,"It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.",Fintech
UnboxRobotics Labs,Automated flexible parcel sorting solutions for logistics providers,Automation tech
Karbon Card,Specialisde corporate cards for startups,Fintech
Airmeet,"A platform to host, discover, and attend fully remote events like conferences and professional meet-ups",Media & Networking
Innerchef,Cloud kitchen platform,Foodtech
Epigamia,Flavoured and greek yoghurt brand,FMCG
StyleNook,Marketplace for fashionable apparel,Ecommerce
Callido Learning,Provides a structured educational approach to critical thinking and problem solving skills,Edtech
Soxytoes,Online store to buy various types of socks including funky and colorful socks,Ecommerce
F5,Retail Aggregator,E-market
Paper Boat,Ecommerce platform for beverages and snacks,Food & Beverages
Strata,Real estate investment platform,Proptech
Salesken,Provides sales professionals with intelligence on various aspects of the sales pitch,AI & Data science
Arya,Provides post-harvest services across the agricultural value chain,Agritech
Leap Finance,Provides education loans to students based on the student’s future income,Fintech
Sleepy Owl,"It sells ready to drink cold brew coffees, brew boxes and packs.",Beverages
Tricog,Provides virtual cardiology services through its AI-powered healthcare platforms,Healthtech
GogoBus,Inter-City Mobility Startup,Travel tech
Trell,Allows users to share their travel experiences,Social e-commerce
Spaciya Consultants,Real estate consultancy firms,Real Estate
Bounce,Offers a variety of bikes and scooters that can be rented on a subscription basis,Automotive and Rentals
Neeman,An eco-conscious footwear brand making comfortable shoes using Merino Wool,Ecommerce
Chqbook,"Marketplace for small business owners, offering them products around lending, credit cards etc",Fintech
SMEcorner,Financial lending firm to SMEs,Fintech
Oda Class,"It offers content and material via video, adopting a dual-teacher model with IIT and NIT alumni",Edtech
Spinny,Used car retailing platform,E-tail
goStops,A premium chain of youth hostels catering to the millennials,Accomodation
Umeed Housing,Housing finance company,Fintech
Vogo,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,Automotive
Flick Stree,Artificial intelligence-based video publishing network,AI & Media
Qure ai,Provides interpretations of radiology scans,Healthtech
MinionLabs,It leverages a Machine Learning-based approach to generate a comprehensive report on predictive analytics,Machine Learning
Josh Talks,Community of young individuals providing a platform to showcase their stories,Media
PhoneParLoan,Provides easy loans,Fintech
RailYatri,A complete Indian railways app,Travel
AjnaLens,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence",Deeptech
Pepper,End to end content creation platform,Content Marktplace
Rupeek,An asset backed online lending platform,Fintech
iMerit,Turns information into data that is usable for machine learning processes,IT
BharatPe,Digital payments platform,Fintech
Invideo,Video production and editing platform,Visual Media
AvalonMeta,It combines higher education and competitive gaming,Edtech
Near Store,Enables a shop to create an online presence,Ecommerce
ElecTorq,Electric vehicle startup,Automobile
Prayaan Capital,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)",Fintech
Sanfe,Women health care and wellness product,Hygiene
Go Desi,Provides traditional delicacies,Foodtech
Swiggy,Platform to order food online from restaurants and getting it delievered,Foodtech
Whatfix,"Digital adoption platform that helps companies provide intuitive onboarding, training and support",SaaS
Unacademy,Platform that offers online education in India,Edtech
Zvesta,An online platform where users can search and buy properties listed by developers and brokers,Proptech
Dunzo,India-based hyperlocal delivery startup,Logistics
Digit Insurance,General Insurance Company,Insurtech
Yolo,Intercity transportation,Transport
SmartVizX,It developed India’s first VR-based design communication and collaboration product Trezi,VR & SaaS
MaxWholesale,B2B ecommerce platform for kirana stores,Ecommerce
Carbon Clean,Develops affordable carbon capture technology,Cleantech
Onsitego,It offers post-purchase services through a network of brand authorised service centres throughout the country,Sales & Services
Genius Corner,Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).,Edtech
PlanetSpark,Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,Edtech
CamCom,AI automation platform for enterprise quality control,AI & Deep learning
Simsim,It enables community opinion influencers to sell products to thousands of micro-communities in India,Social Commerce
Shuttl,App based bus aggregator serice,Transport
HooLiv,Student Co-living startup,Housing & Rentals
ClassMonitor,The learning platform that blends curriculum-based activities for children,Edtech
Friyey,Co working space startup,Co-working
Oga,Provides interactive fitness experience to people across the world,Fitness
Big Basket,Online grocery store,Estore
CYFIRMA,Offer cybersecurity services,SaaS
Paytm money,Wealth Management,Fintech
Vedantu,Onine learning platform,Edtech
Yap,Banking and payment products-focused API platform,Fintech
Clover,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,Agritech
Nova Credit,Cross-border consumer credit startup,Fintech
CodingNinjas,Online learning platform,Edtech
Furlenco,Furniture rental startup,Ecommerce
HempStreet,Manufacturer of ayurvedic medicines based on cannabis,Healthtech
MoEngage,Customer analytics and cross-channel engagement platform,Marketing
Classplus,It allows coaching centres to take their brick-and-mortar setup online,Edtech
Chaayos,Provides customised range of tea,Beverages
PetPooja,Restaurant management software provider,SaaS
Altor,Makes helmets that are IoT and AI enabled,Tech
Pepperfry,Online home furniture marketplace,E-market
FirstCry,Baby products marketplace,E-market
Byju,Provides online learning classes,Edtech
Waycool,Food development and distribution services,Agritech
WorkIndia,An online and mobile-based platform that connects companies with blue collar employees.,HR tech
Qyuki,Multi-channel broadcast network,Media
Leap India,Agricultural warehousing and logistics company,Agritech
Picxy,Stock photo industry,Media
Krimanshi,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,Agritech
NEETprep,Provides crash course for NEET preparation,Edtech
Dot Pvt. Ltd,It provides digital transformation and commerce solutions to brick and mortar outlets,Fintech
Kuku FM,A podcast platform,Media
SuperMoney,Provides financial tools for effective business making,Fintech
Rebel Foods,It runs internet kitchen,Food tech
AlphaVector,It sells modern age bicycles named FROG,E tailor
Fox Capital,Digital lending startup,Fintech
Tribe Theory,An entrepreneur-focused hostel chain present in multiple locations across the world.,Accomodation
Fleetx,Fleet management and predictive analytics platform,SaaS
Embibe,It provides AI-based data analytics to personalise learning outcomes,Edtech
Entri,It is a app that provides different types of learning content in local languages,Edtech
Oye! Rickshaw,App-based electric rickshaw hailing service,E-mobility
Seal Professional,Trains students in managemnt and leadership skills and also helps in placement,Edtech
Sprinng Foods,Provides Gluten-free food,Food
1MG,Online pharmacy,Healthtech
Aagey,Provides financial assistance to MSMEs,Fintech
Doubtnut,Multi-lingual digital solutions platform for students,Edtech
AdonMo,It is an online and outdoor advertising company,Ad-tech
RACEnergy,It builds electric vehicles and supporting infrastructure,E-mobility
BharatPe,Digital payments platform,Fintech
Kisan Network,Integrated supply chain for farmers to sell their produce directly to buyers,Agritech
Vogo,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,Automotive
Yolo,Intercity transportation startup,Transport
Unotech,It develops fully-customisable open source software,SaaS
Zetwerk,B2B marketplace that connects manufacturing companies for industrial equipements,Marketplace
CureSkin,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,Healthtech
WizKlub,Helps students solve problems at complex level,Edtech
Interviewbit,Platform that provides coding and interview preparation course by industry professionals from tech companies,Edtech
MoneyTap,App-based consumer credit line that gives customers access to credit on tap.,Fintech
Uniplatform Tech,Runs real estate SaaS platform MultiplyMyLeads.com.,SaaS
INdwealth,An Artificial Intelligence and Machine learning based wealth management platform,Fintech
Bizongo,A B2B marketplace for packaging materials,Marketplace
AppsFlyer,Mobile marketing analytics and attribution platform,SaaS
Digit Insurance,General Insurance Company,Insurtech
Livspace,It offers end-to-end home design experience for homeowners and home designers,Interior Design
GetVantage,Revenue based finance provider,Fintech
Konfinity,Provides online coding courses,Edtech
Pine Labs,Retail payment and hardware company,Fintech
Instoried,Augmented writing platform which improves customer interest and engagement.,SaaS
Nupay,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts",Neo-banking
LogiNext,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service",Transport Automation
Samosa Singh,Offers hygienic Indian Snacks,Food
Crysta,Offers diagnostic and screening services with regular counselling and clinical data management,Healthtech
Eupheus Learning,"Provides technology-led, subscription-based learning solutions to schools",Edtech
Bounce,Offers a variety of bikes and scooters that can be rented on a subscription basis,Automotive and Rentals
Park+,It is engaged in bringing digitization in parking,Techonology
Goodmylk,Provides Vegan dairy products,Dairy
SmartKarrot,It tracks customers’ real-time digital behaviour,SaaS
Skylo,Provides affordable and ever present network that connects machines or sensors,IoT
Tea Trunk,Global premium tea brand,Beverage
Zoomcar,A car rental service platform,Transport & Rentals
Mera Cashier,App meant for small and micro businessmen to manage their transactions digitally,Fintech
Samya AI,Revenue growth AI startup in the consumer packed goods (CPG) space,SaaS
Kristal AI,Provides Algorithm-based financial services,AI
Invento Robotics,Known for Mitra Series of Robots,AI Robotics
Zimyo,Automates everyday HR processes with integrated solutions,HR tech
Sabse Sasta Dukaan,Online pharmacy dealing in medicines,Pharmaceutical
Fitphilia,Provides IoT-enabled treadmill,Healthtech
Medicus,AI-based platform that explains and interprets blood tests and medical reports,Healthtech
Monech,Automated platform which will help users to take their financial decisions,Fintech
Teach Us,Educational portal which enables the students to access information related to education at one common platform,Edtech
Dealberg,Deals in office supplies,B2B marketplace
Phenom People,It redefines the means to search for a job and recruit top talent,HR tech
Extra Edge,Admission Marketing Automation software for the education industry,Edtech
Capital Quotient,Investment advisor,Fintech
Karfa,It sells products crafted by artisans,Ecommerce
Gamerji,Esports tournament platform,Gaming
Bounce,Offers a variety of bikes and scooters that can be rented on a subscription basis,Automotive and Rentals
Zinier,Provides intelligent field service automation,Automation
ProEves,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",Preschool Daycare
Aesthetic Nutrition,Markets and sells chewable dietary supplements,Food diet
Capital Float,Digital lending,Fintech
Ninjacart,Online grocery delivery platform,B2B Agritech
TechnifyBiz,Online marketplace for non-perishable food items,B2B Agritech
Wysh,Celebrity engagement and wishing platform,E-connect
Keito,Enterprise productivity startup,AI
Klub,Provides growth financing to high-affinity brands,Fintech
Aadhar,Ayurveda wellness and lifestyle consumer brand,Ecommerce
IncubateHub,Provides platform for Corporates to connect establish brand presence among innovation community,Tech hub
Rage Coffee,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,FMCG
Skilancer,Solar module cleaning system [MCS] providers,Technology
Harappa Education,Provides online courses on foundational skills,Edtech
Rheo,Online e-sports streaming and community platform,Entertainment
Axio Biosolutions,Medical device manufacturer,Medtech
Techbooze,"Business Development, Consulting and Funding facilitator for Startups Enterprise",Consultancy
PayMart,Provides cardless cash withdrawals through small merchants shops,Fintech
Testbook,Helps students prepare online for competitive exams,Edtech
FabAlley,Online fashion store,Ecommerce
Mamaearth,Online baby and mother care brand,Ecommerce
Rentomojo,"Furniture, electronics, and appliance-centric consumer leasing platform",Rental
Zomato,Online food delivery and restaurant discovery platform,Foodtech
Byju,Provides online learning classes,Edtech
Generico,Generic medicine focussed retail chain,Pharmacy
HighRadius,"An AI-based platform, to automate accounts receivables and treasury processes.",SaaS
Chai Kings,It offers a range of tea in various flavour,Beverage
Rivigo,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",Logistics
BuildPan,"It helps developers to test, integrate and deploy apps",SaaS
Shiksha,It makes college selection easy for students looking to pursue UG and PG courses in India and abroad,Edtech
Super Surfaces,A design solution based company,Deisgning
Quicko,Online tax planning and filing platform,Taxation
Satin Creditcare,A micro finance company,Fintech
XpressBees,Provides end to end supply chain solutions,Logistics
FarmERP,Smart agriculture management ERP software platform,Agritech
Wealth Bucket,An online platform for mutual fund investments,Fintech
GoMechanic,Find automobile repair and maintenance service providers,Automobile Technology
Fashor,Women’s fashion and apparel,Fashion
Leverage Edu,AI enabled marketplace that provides career guidance,Edtech
EpiFi,It offers customers with a single interface for all their financial and banking mandates,Fintech
Purplle,Online makeup and beauty products retailer,Cosmetics
Shuttl,App based bus aggregator serice,Transport
Pando,Networked logistics management software,Logitech
